City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3hrs),Snow inches (last 3hrs)
236,Christchurch,NZ,2020-02-23 20:22:14,-43.53,172.63,68.0,67,0,12.75,clear sky,0.0,0.0
237,Vyazemskiy,RU,2020-02-23 20:24:16,47.54,134.75,7.59,95,100,5.08,overcast clouds,0.0,0.0
238,Okato,NZ,2020-02-23 20:24:16,-39.2,173.88,55.0,68,2,18.01,clear sky,0.0,0.0
239,Saint George,US,2020-02-23 20:24:16,37.1,-113.58,55.0,53,1,4.7,clear sky,0.0,0.0
240,Progreso,MX,2020-02-23 20:24:16,21.28,-89.67,87.8,35,40,6.93,scattered clouds,0.0,0.0
241,Khatanga,RU,2020-02-23 20:24:17,71.97,102.5,14.29,91,96,15.57,light snow,0.0,0.25
242,Yambio,SS,2020-02-23 20:24:17,4.57,28.4,79.09,42,24,3.15,few clouds,0.0,0.0
243,Moose Factory,CA,2020-02-23 20:24:17,51.26,-80.61,14.0,78,20,13.87,few clouds,0.0,0.0
244,Lompoc,US,2020-02-23 20:24:18,34.64,-120.46,66.0,59,20,11.41,few clouds,0.0,0.0
245,Coos Bay,US,2020-02-23 20:21:33,43.37,-124.22,50.0,81,90,13.87,light rain,0.0,0.0
246,Pangoa,PE,2020-02-23 20:24:18,-12.12,-73.0,70.92,96,100,0.45,light rain,0.19,0.0
247,Ghanzi,BW,2020-02-23 20:24:18,-21.57,21.78,68.23,89,100,4.61,light rain,0.56,0.0
248,Nome,US,2020-02-23 20:21:22,64.5,-165.41,3.2,77,90,10.29,light snow,0.0,0.0
249,Khandyga,RU,2020-02-23 20:24:19,62.67,135.6,-5.62,98,100,2.59,light snow,0.0,0.19
250,Jatai,BR,2020-02-23 20:24:19,-17.88,-51.71,77.05,91,93,1.9,moderate rain,8.06,0.0
251,Dunmore East,IE,2020-02-23 20:24:19,52.15,-6.99,43.0,93,40,3.36,light rain,0.0,0.0
252,Katsuura,JP,2020-02-23 20:24:19,35.13,140.3,44.6,39,40,9.17,scattered clouds,0.0,0.0
253,Rio Gallegos,AR,2020-02-23 20:24:20,-51.62,-69.22,64.4,31,75,18.34,broken clouds,0.0,0.0
254,Acapulco,MX,2020-02-23 20:24:20,16.86,-99.89,84.2,74,5,12.75,clear sky,0.0,0.0
255,Dongli,CN,2020-02-23 20:24:20,23.57,116.82,55.4,87,0,14.5,clear sky,0.0,0.0
256,Sainte-Marie,RE,2020-02-23 20:24:20,-20.9,55.55,75.2,83,50,4.7,scattered clouds,0.0,0.0
257,Fairbanks,US,2020-02-23 20:20:26,64.84,-147.72,-2.0,83,40,3.36,scattered clouds,0.0,0.0
258,Arman,RU,2020-02-23 20:24:21,59.7,150.17,-2.31,98,38,4.09,scattered clouds,0.0,0.0
259,Faanui,PF,2020-02-23 20:24:21,-16.48,-151.75,82.76,72,55,11.88,broken clouds,0.0,0.0
260,Tanete,ID,2020-02-23 20:24:21,-3.94,119.78,75.34,95,86,0.63,overcast clouds,0.0,0.0
261,Hofn,IS,2020-02-23 20:24:22,64.25,-15.21,37.6,70,59,20.98,broken clouds,0.0,0.0
262,Helena,US,2020-02-23 20:22:51,46.59,-112.04,48.0,38,90,3.36,overcast clouds,0.0,0.0
263,Kaoma,ZM,2020-02-23 20:24:22,-14.78,24.8,69.3,92,99,2.51,light rain,1.81,0.0
264,Xapuri,BR,2020-02-23 20:24:22,-10.65,-68.5,80.6,69,75,4.7,broken clouds,0.0,0.0
265,Hamilton,US,2020-02-23 20:24:23,39.18,-84.53,53.01,32,90,9.17,overcast clouds,0.0,0.0
266,Gladstone,AU,2020-02-23 20:24:23,-23.85,151.25,73.4,88,75,6.93,broken clouds,0.0,0.0
267,Caninde De Sao Francisco,BR,2020-02-23 20:24:23,-9.66,-37.79,89.26,45,99,4.92,overcast clouds,0.0,0.0
268,Huilong,CN,2020-02-23 20:24:23,31.81,121.66,52.0,81,41,3.0,scattered clouds,0.0,0.0
269,Miri,MY,2020-02-23 20:24:23,4.41,114.01,77.0,94,75,3.36,broken clouds,0.0,0.0
270,Moyale,KE,2020-02-23 20:24:24,3.52,39.06,79.52,20,71,15.82,broken clouds,0.0,0.0
271,Abu Kamal,SY,2020-02-23 20:24:24,34.45,40.92,57.2,56,57,3.85,broken clouds,0.0,0.0
272,Egvekinot,RU,2020-02-23 20:24:24,66.32,-179.17,-29.07,88,0,1.74,clear sky,0.0,0.0
273,Inuvik,CA,2020-02-23 20:24:24,68.35,-133.72,-2.2,76,90,5.82,light snow,0.0,0.0
274,Kieta,PG,2020-02-23 20:24:24,-6.22,155.63,81.63,74,37,4.47,light rain,1.0,0.0
275,Alghero,IT,2020-02-23 20:24:25,40.56,8.32,48.2,93,0,2.24,clear sky,0.0,0.0
276,Merauke,ID,2020-02-23 20:24:25,-8.47,140.33,75.51,98,100,4.9,light rain,1.38,0.0
277,Kavaratti,IN,2020-02-23 20:24:26,10.57,72.64,81.52,75,100,8.14,overcast clouds,0.0,0.0
278,Auburn,US,2020-02-23 20:22:11,47.31,-122.23,48.0,75,75,10.29,moderate rain,0.0,0.0
279,Sosva,RU,2020-02-23 20:24:26,59.18,61.86,24.13,90,0,9.44,clear sky,0.0,0.0
280,Sitka,US,2020-02-23 20:24:26,57.05,-135.33,33.8,93,90,8.05,snow,0.0,0.0
281,Dingle,PH,2020-02-23 20:24:26,11.0,122.67,72.07,92,58,11.05,light rain,0.31,0.0
282,Khartoum,SD,2020-02-23 20:21:16,15.55,32.53,78.8,12,0,17.22,clear sky,0.0,0.0
283,Vanimo,PG,2020-02-23 20:24:27,-2.67,141.3,82.13,80,100,15.3,light rain,2.13,0.0
284,Tura,IN,2020-02-23 20:24:27,25.52,90.22,66.15,51,33,2.24,scattered clouds,0.0,0.0
285,Zaraza,VE,2020-02-23 20:24:27,9.35,-65.32,91.26,38,30,12.73,scattered clouds,0.0,0.0
286,Turayf,SA,2020-02-23 20:24:28,31.67,38.66,53.6,58,100,20.8,overcast clouds,0.0,0.0
287,Nouadhibou,MR,2020-02-23 20:24:28,20.93,-17.03,66.2,82,100,12.75,overcast clouds,0.0,0.0
288,Angoche,MZ,2020-02-23 20:24:28,-16.23,39.91,77.65,92,88,3.24,light rain,0.81,0.0
289,Jacareacanga,BR,2020-02-23 20:24:29,-6.22,-57.75,80.55,79,100,3.24,overcast clouds,0.0,0.0
290,Kalabo,ZM,2020-02-23 20:24:29,-14.97,22.68,69.55,95,100,1.7,heavy intensity rain,15.44,0.0
291,Tommot,RU,2020-02-23 20:24:29,58.96,126.29,6.87,97,100,2.39,light snow,0.0,0.38
292,Darhan,MN,2020-02-23 20:24:29,49.49,105.92,11.21,85,100,3.8,overcast clouds,0.0,0.0
293,Husavik,IS,2020-02-23 20:24:29,66.04,-17.34,19.56,83,2,10.6,clear sky,0.0,0.0
294,Lisakovsk,KZ,2020-02-23 20:24:30,52.54,62.49,10.22,96,66,8.14,broken clouds,0.0,0.0
295,Cabo San Lucas,MX,2020-02-23 20:24:30,22.89,-109.91,82.4,44,40,10.29,scattered clouds,0.0,0.0
296,Tuatapere,NZ,2020-02-23 20:24:30,-46.13,167.68,55.0,89,72,5.01,broken clouds,0.0,0.0
297,Yarada,IN,2020-02-23 20:24:30,17.65,83.27,69.8,94,11,2.24,mist,0.0,0.0
298,Hami,CN,2020-02-23 20:24:31,42.8,93.45,28.92,59,65,0.63,broken clouds,0.0,0.0
299,Plettenberg Bay,ZA,2020-02-23 20:24:31,-34.05,23.37,61.75,76,12,5.93,few clouds,0.0,0.0
300,Sao Joao Do Piaui,BR,2020-02-23 20:24:31,-8.36,-42.25,79.54,82,49,3.0,scattered clouds,0.0,0.0
301,Shaoxing,CN,2020-02-23 20:24:31,30.01,120.57,55.0,87,49,3.69,mist,0.0,0.0
302,Zeya,RU,2020-02-23 20:24:31,53.75,127.27,1.36,97,99,4.47,overcast clouds,0.0,0.0
303,Shingu,JP,2020-02-23 20:24:32,33.73,135.98,46.24,66,0,6.22,clear sky,0.0,0.0
304,Haines Junction,CA,2020-02-23 20:24:32,60.75,-137.51,9.45,92,100,5.12,light snow,0.0,0.81
305,Hasaki,JP,2020-02-23 20:24:32,35.73,140.83,32.0,33,20,3.36,few clouds,0.0,0.0
306,Mahanoro,MG,2020-02-23 20:24:32,-19.9,48.8,78.44,89,100,9.53,moderate rain,9.25,0.0
307,Paamiut,GL,2020-02-23 20:24:33,61.99,-49.67,16.54,65,100,5.82,overcast clouds,0.0,0.0
308,Saint-Joseph,RE,2020-02-23 20:24:33,-21.37,55.62,75.2,78,0,6.93,clear sky,0.0,0.0
309,Hay River,CA,2020-02-23 20:24:33,60.82,-115.8,-2.2,77,75,8.05,light snow,0.0,0.0
310,Freeport,US,2020-02-23 20:21:06,40.66,-73.58,57.2,27,1,13.87,clear sky,0.0,0.0
311,Santa Cruz,BO,2020-02-23 20:22:56,-17.8,-63.17,84.2,45,75,3.36,broken clouds,0.0,0.0
312,Schwabach,DE,2020-02-23 20:24:34,49.33,11.03,55.99,100,90,25.28,light rain,0.0,0.0
313,Zhicheng,CN,2020-02-23 20:24:34,30.3,111.5,57.0,81,97,2.66,overcast clouds,0.0,0.0
314,Cleveland,US,2020-02-23 20:19:43,41.5,-81.7,52.0,24,75,6.93,broken clouds,0.0,0.0
315,Yanahuanca,PE,2020-02-23 20:24:34,-10.52,-76.5,51.89,73,86,7.49,light rain,1.44,0.0
316,Sakhon Nakhon,TH,2020-02-23 20:24:34,17.16,104.15,66.99,67,0,9.89,clear sky,0.0,0.0
317,Broken Hill,AU,2020-02-23 20:22:52,-31.95,141.43,68.0,68,44,10.29,scattered clouds,0.0,0.0
318,Shaunavon,CA,2020-02-23 20:22:29,49.65,-108.42,27.32,89,100,11.79,overcast clouds,0.0,0.0
319,Almeirim,BR,2020-02-23 20:20:38,-1.52,-52.58,82.09,87,87,3.29,light rain,2.31,0.0
320,Saint-Paul-Les-Dax,FR,2020-02-23 20:24:35,43.73,-1.05,50.0,87,0,2.24,clear sky,0.0,0.0
321,Letlhakane,BW,2020-02-23 20:24:36,-21.42,25.58,69.3,79,87,19.62,light rain,2.75,0.0
322,West Wendover,US,2020-02-23 20:20:22,40.74,-114.07,46.4,31,1,6.93,clear sky,0.0,0.0
323,Buhe,CN,2020-02-23 20:24:36,30.29,112.23,57.0,81,100,7.9,overcast clouds,0.0,0.0
324,Kimbe,PG,2020-02-23 20:24:36,-5.55,150.14,76.82,92,66,2.93,light rain,2.13,0.0
325,Cherusti,RU,2020-02-23 20:24:37,55.55,40.01,29.1,92,1,7.58,clear sky,0.0,0.0
326,Atbasar,KZ,2020-02-23 20:24:37,51.8,68.33,6.66,100,63,1.77,broken clouds,0.0,0.0
327,Pimentel,PE,2020-02-23 20:24:37,-6.84,-79.93,66.2,29,75,11.41,broken clouds,0.0,0.0
328,Evansville,US,2020-02-23 20:22:19,37.97,-87.56,57.99,40,90,9.17,overcast clouds,0.0,0.0
329,Ucluelet,CA,2020-02-23 20:22:45,48.93,-125.55,46.99,87,75,24.16,light intensity shower rain,0.0,0.0
330,Kudahuvadhoo,MV,2020-02-23 20:24:38,2.67,72.89,82.76,82,100,18.45,light rain,0.13,0.0
331,Lieksa,FI,2020-02-23 20:24:38,63.32,30.02,28.4,92,82,7.34,broken clouds,0.0,0.0
332,Aviles,ES,2020-02-23 20:24:38,43.55,-5.92,52.0,93,75,4.7,mist,0.0,0.0
333,Deputatskiy,RU,2020-02-23 20:24:38,69.3,139.9,-21.6,96,0,3.11,clear sky,0.0,0.0
334,Cidreira,BR,2020-02-23 20:24:39,-30.18,-50.21,71.91,73,1,17.29,clear sky,0.0,0.0
335,Ismailia,EG,2020-02-23 20:24:39,30.6,32.27,56.61,63,0,4.36,light rain,0.13,0.0
336,Kaitangata,NZ,2020-02-23 20:24:39,-46.28,169.85,60.01,72,100,8.01,overcast clouds,0.0,0.0
337,Clyde River,CA,2020-02-23 20:24:39,70.47,-68.59,-22.0,74,90,9.17,light snow,0.0,0.0
338,Inhambane,MZ,2020-02-23 20:24:40,-23.86,35.38,77.0,94,75,20.8,broken clouds,0.0,0.0
339,Mount Gambier,AU,2020-02-23 20:24:40,-37.83,140.77,57.2,93,100,6.93,overcast clouds,0.0,0.0
340,Middle Island,US,2020-02-23 20:24:40,40.88,-72.94,55.0,25,1,13.87,clear sky,0.0,0.0
341,Sayaxche,GT,2020-02-23 20:24:40,16.52,-90.17,80.08,62,75,2.57,broken clouds,0.0,0.0
342,Tabuk,PH,2020-02-23 20:24:41,17.42,121.44,67.71,95,100,3.69,light rain,0.13,0.0
343,Metsavan,AM,2020-02-23 20:24:41,41.2,44.23,28.4,92,40,6.13,mist,0.0,0.0
344,Biu,NG,2020-02-23 20:24:41,10.61,12.19,79.61,14,0,18.32,clear sky,0.0,0.0
345,Mujiayingzi,CN,2020-02-23 20:24:41,42.12,118.78,26.1,71,85,1.86,overcast clouds,0.0,0.0
346,Chuguyevka,RU,2020-02-23 20:24:41,44.17,133.86,19.67,96,100,4.94,light snow,0.0,0.69
347,Smolenskoye,RU,2020-02-23 20:24:42,52.3,85.08,16.41,97,100,0.4,light snow,0.0,0.19
348,Piacabucu,BR,2020-02-23 20:24:42,-10.41,-36.43,81.18,80,98,9.33,overcast clouds,0.0,0.0
349,Rock Sound,BS,2020-02-23 20:24:42,24.9,-76.2,68.95,65,0,17.58,clear sky,0.0,0.0
350,Antigonish,CA,2020-02-23 20:24:43,45.62,-62.0,42.8,41,1,9.17,clear sky,0.0,0.0
351,Los Llanos De Aridane,ES,2020-02-23 20:24:43,28.66,-17.92,73.4,53,90,8.05,haze,0.0,0.0
352,Nurota,UZ,2020-02-23 20:24:43,40.56,65.69,42.8,87,85,2.24,overcast clouds,0.0,0.0
353,Batagay-Alyta,RU,2020-02-23 20:24:43,67.8,130.41,-19.79,68,0,3.87,clear sky,0.0,0.0
354,Bilibino,RU,2020-02-23 20:24:43,68.05,166.44,-31.63,98,40,2.42,scattered clouds,0.0,0.0
355,Asau,RO,2020-02-23 20:24:44,46.43,26.4,48.2,79,20,9.17,few clouds,0.0,0.0
356,Cairns,AU,2020-02-23 20:20:34,-16.92,145.77,78.01,94,75,2.24,light rain,0.0,0.0
357,Umm Bab,QA,2020-02-23 20:24:44,25.21,50.81,72.0,88,1,5.82,mist,0.0,0.0
358,Bridgetown,BB,2020-02-23 20:23:37,13.1,-59.62,84.2,70,75,14.99,broken clouds,0.0,0.0
359,Timizart,DZ,2020-02-23 20:24:45,36.8,4.27,59.31,65,0,5.57,clear sky,0.0,0.0
360,Vao,NC,2020-02-23 20:24:45,-22.67,167.48,78.08,75,50,12.88,scattered clouds,0.0,0.0
361,Amapa,BR,2020-02-23 20:24:45,1.0,-52.0,77.05,96,100,3.33,moderate rain,6.19,0.0
362,Palma Del Rio,ES,2020-02-23 20:24:45,37.7,-5.28,60.8,62,0,7.05,clear sky,0.0,0.0
363,Zyryanka,RU,2020-02-23 20:24:45,65.75,150.85,-11.83,98,100,2.08,overcast clouds,0.0,0.0
364,Portachuelo,BO,2020-02-23 20:24:46,-17.35,-63.4,84.2,42,75,6.93,broken clouds,0.0,0.0
365,Sao Jose Da Coroa Grande,BR,2020-02-23 20:24:46,-8.9,-35.15,82.38,77,3,14.03,clear sky,0.0,0.0
366,Tiksi,RU,2020-02-23 20:24:46,71.69,128.87,-8.19,87,100,7.85,overcast clouds,0.0,0.0
367,Medina,SA,2020-02-23 20:24:46,24.47,39.61,75.2,50,100,8.05,overcast clouds,0.0,0.0
368,Acari,PE,2020-02-23 20:24:46,-15.43,-74.62,74.8,66,60,7.67,broken clouds,0.0,0.0
369,Mount Isa,AU,2020-02-23 20:24:47,-20.73,139.5,78.8,78,100,6.93,light rain,0.13,0.0
370,Beringovskiy,RU,2020-02-23 20:24:47,63.05,179.32,-12.48,87,1,3.53,clear sky,0.0,0.0
371,Schopfheim,DE,2020-02-23 20:24:47,47.65,7.82,62.6,51,75,11.41,broken clouds,0.0,0.0
372,Flinders,AU,2020-02-23 20:24:48,-34.58,150.86,69.01,77,0,8.05,clear sky,0.0,0.0
373,Ormara,PK,2020-02-23 20:24:48,25.21,64.64,73.04,72,0,10.13,clear sky,0.0,0.0
374,Puerto Cabezas,NI,2020-02-23 20:24:48,14.04,-83.39,84.2,62,75,13.87,haze,0.0,0.0
375,Constitucion,CL,2020-02-23 20:24:48,-35.33,-72.42,61.25,82,67,6.71,broken clouds,0.0,0.0
376,Nantucket,US,2020-02-23 20:21:42,41.28,-70.1,50.0,75,1,13.87,clear sky,0.0,0.0
377,Saldanha,ZA,2020-02-23 20:24:49,-33.01,17.94,75.2,41,0,8.05,clear sky,0.0,0.0
378,Laguna,US,2020-02-23 20:24:49,38.42,-121.42,64.99,67,40,4.7,scattered clouds,0.0,0.0
379,Puksoozero,RU,2020-02-23 20:20:05,62.59,40.61,30.7,95,100,11.39,light snow,0.0,0.19
380,Turukhansk,RU,2020-02-23 20:24:49,65.82,87.98,13.62,94,100,13.04,light snow,0.0,0.63
381,Half Moon Bay,US,2020-02-23 20:23:31,37.46,-122.43,63.0,66,75,20.8,broken clouds,0.0,0.0
382,Uglegorskiy,RU,2020-02-23 20:24:50,48.24,41.25,35.76,92,100,18.81,light rain,0.81,0.0
383,Kutum,SD,2020-02-23 20:24:50,14.2,24.67,58.84,24,0,6.89,clear sky,0.0,0.0
384,Weston,US,2020-02-23 20:24:50,26.1,-80.4,77.0,41,75,11.41,broken clouds,0.0,0.0
385,Contai,IN,2020-02-23 20:24:50,21.78,87.75,69.1,70,0,5.23,clear sky,0.0,0.0
386,La Rioja,ES,2020-02-23 20:24:51,42.25,-2.5,51.01,76,0,3.29,clear sky,0.0,0.0
387,Baracoa,CU,2020-02-23 20:24:51,20.35,-74.5,75.51,76,36,17.78,light rain,0.63,0.0
388,Pacifica,US,2020-02-23 20:24:51,37.61,-122.49,63.0,66,75,20.8,broken clouds,0.0,0.0
389,Ancud,CL,2020-02-23 20:24:51,-41.87,-73.82,60.8,59,75,16.11,broken clouds,0.0,0.0
390,Paredon,MX,2020-02-23 20:24:52,16.03,-93.87,82.98,68,0,15.43,clear sky,0.0,0.0
391,Vrangel,RU,2020-02-23 20:24:52,42.73,133.08,37.22,70,100,10.96,overcast clouds,0.0,0.0
392,Mehamn,NO,2020-02-23 20:24:52,71.04,27.85,33.8,92,75,8.05,shower snow,0.0,0.0
393,San Cristobal,VE,2020-02-23 20:21:49,7.77,-72.22,82.4,58,40,4.7,scattered clouds,0.0,0.0
394,Tanout,NE,2020-02-23 20:24:53,14.97,8.89,72.18,13,0,18.05,clear sky,0.0,0.0
395,Broome,US,2020-02-23 20:24:53,42.25,-75.83,52.0,26,1,9.17,clear sky,0.0,0.0
396,Lukow,PL,2020-02-23 20:24:53,51.93,22.38,41.0,49,100,6.44,light rain,1.44,0.0
397,Padang,ID,2020-02-23 20:23:59,-0.95,100.35,69.89,84,0,6.46,clear sky,0.0,0.0
398,Ndioum,SN,2020-02-23 20:24:54,16.51,-14.65,86.0,27,100,2.24,overcast clouds,0.0,0.0
399,Qingdao,CN,2020-02-23 20:23:40,36.1,120.37,45.0,70,57,6.71,broken clouds,0.0,0.0
400,Iskateley,RU,2020-02-23 20:24:54,67.68,53.15,30.27,80,89,28.23,overcast clouds,0.0,0.0
401,Basoko,CD,2020-02-23 20:24:54,1.24,23.62,76.71,59,22,3.49,few clouds,0.0,0.0
402,Benicarlo,ES,2020-02-23 20:24:55,40.42,0.43,50.0,73,0,1.99,clear sky,0.0,0.0
403,Petropavlovsk-Kamchatskiy,RU,2020-02-23 20:24:55,53.05,158.65,21.2,57,100,11.18,overcast clouds,0.0,0.0
404,Bitung,ID,2020-02-23 20:24:55,1.45,125.18,75.2,94,40,0.38,scattered clouds,0.0,0.0
405,Dudinka,RU,2020-02-23 20:24:55,69.41,86.18,15.8,85,75,29.08,shower snow,0.0,0.0
406,Gbarnga,LR,2020-02-23 20:24:55,7.0,-9.47,81.27,74,20,6.73,few clouds,0.0,0.0
407,Porto Novo,BJ,2020-02-23 20:24:56,6.5,2.6,86.0,84,20,10.29,few clouds,0.0,0.0
408,The Valley,AI,2020-02-23 20:20:17,18.22,-63.06,82.4,65,40,5.82,scattered clouds,0.0,0.0
409,Gigmoto,PH,2020-02-23 20:24:56,13.78,124.39,79.77,81,0,15.28,light rain,0.5,0.0
410,Imbituba,BR,2020-02-23 20:22:52,-28.24,-48.67,77.0,61,75,9.17,broken clouds,0.0,0.0
411,Alta Floresta,BR,2020-02-23 20:24:57,-9.88,-56.09,82.4,78,40,3.36,scattered clouds,0.0,0.0
412,Fukue,JP,2020-02-23 20:24:57,32.69,128.84,48.2,70,0,4.7,clear sky,0.0,0.0
413,Kupang,ID,2020-02-23 20:24:57,-10.17,123.58,83.7,75,64,12.53,moderate rain,5.31,0.0
414,Pangody,RU,2020-02-23 20:24:57,65.85,74.49,24.85,89,99,22.66,light snow,0.0,0.13
415,Galesong,ID,2020-02-23 20:24:57,-5.32,119.37,77.0,100,20,3.36,light rain,0.0,0.0
416,Maceio,BR,2020-02-23 20:24:44,-9.67,-35.74,84.2,74,60,14.99,broken clouds,0.0,0.0
417,Rawlins,US,2020-02-23 20:24:58,41.79,-107.24,35.6,73,1,11.41,clear sky,0.0,0.0
418,Japura,ID,2020-02-23 20:24:58,-0.32,102.35,72.21,98,4,2.24,clear sky,0.0,0.0
419,Santa Cruz De Tenerife,ES,2020-02-23 20:21:50,28.47,-16.25,73.0,45,100,14.99,haze,0.0,0.0
420,Acarau,BR,2020-02-23 20:24:59,-2.89,-40.12,78.28,88,7,5.28,clear sky,0.0,0.0
421,Seymchan,RU,2020-02-23 20:24:59,62.88,152.43,-21.03,100,93,0.54,overcast clouds,0.0,0.0
422,Buncrana,IE,2020-02-23 20:24:59,55.13,-7.45,42.8,75,20,10.29,few clouds,0.0,0.0
423,Zaysan,KZ,2020-02-23 20:24:59,47.47,84.87,15.85,97,100,1.12,light snow,0.0,0.13
424,Keetmanshoop,NA,2020-02-23 20:24:59,-26.58,18.13,84.2,17,0,4.7,clear sky,0.0,0.0
425,Tomatlan,MX,2020-02-23 20:25:00,19.93,-105.25,94.77,25,18,9.17,few clouds,0.0,0.0
426,Marsaxlokk,MT,2020-02-23 20:25:00,35.84,14.54,57.0,82,45,14.99,scattered clouds,0.0,0.0
427,Talnakh,RU,2020-02-23 20:25:00,69.49,88.4,15.8,85,75,29.08,shower snow,0.0,0.0
428,Aswan,EG,2020-02-23 20:25:00,24.09,32.91,58.14,32,100,8.75,overcast clouds,0.0,0.0
429,Batticaloa,LK,2020-02-23 20:25:00,7.71,81.69,72.66,95,77,2.82,light rain,0.44,0.0
430,Hualmay,PE,2020-02-23 20:25:01,-11.1,-77.61,80.71,53,81,8.34,broken clouds,0.0,0.0
431,Termiz,UZ,2020-02-23 20:25:01,37.22,67.28,62.01,51,75,6.93,broken clouds,0.0,0.0
432,Pisco,PE,2020-02-23 20:25:01,-13.7,-76.22,71.6,30,40,10.29,scattered clouds,0.0,0.0
433,Belyy Yar,RU,2020-02-23 20:25:01,53.6,91.39,8.6,92,100,1.86,overcast clouds,0.0,0.0
434,Malkangiri,IN,2020-02-23 20:25:01,18.35,81.9,69.31,56,0,1.45,clear sky,0.0,0.0
435,Teya,RU,2020-02-23 20:21:06,60.38,92.63,1.76,93,3,3.27,clear sky,0.0,0.0
436,Maniitsoq,GL,2020-02-23 20:22:53,65.42,-52.9,12.11,64,32,10.87,scattered clouds,0.0,0.0
437,Yulara,AU,2020-02-23 20:25:02,-25.24,130.99,71.6,28,0,6.93,clear sky,0.0,0.0
438,Acajutiba,BR,2020-02-23 20:25:02,-11.66,-38.02,82.33,68,29,12.93,scattered clouds,0.0,0.0
439,Sahuaripa,MX,2020-02-23 20:25:03,29.05,-109.23,66.25,21,100,9.1,overcast clouds,0.0,0.0
440,Ozernovskiy,RU,2020-02-23 20:25:03,51.5,156.52,26.65,85,100,23.51,light snow,0.0,1.38
441,Nakusp,CA,2020-02-23 20:25:04,50.25,-117.8,28.99,95,100,1.99,snow,0.0,2.63
442,Bull Savanna,JM,2020-02-23 20:25:04,17.89,-77.59,71.53,88,92,3.24,light rain,2.56,0.0
443,Ambon,ID,2020-02-23 20:25:04,-3.7,128.18,80.82,80,100,9.48,light rain,0.44,0.0
444,Bukene,TZ,2020-02-23 20:25:04,-4.23,32.88,68.63,90,100,1.92,light rain,0.69,0.0
445,Ust-Omchug,RU,2020-02-23 20:25:04,61.15,149.63,-25.82,100,100,2.86,overcast clouds,0.0,0.0
446,Careiro Da Varzea,BR,2020-02-23 20:25:05,-3.2,-59.81,89.6,66,75,6.93,shower rain,0.0,0.0
447,Shimoda,JP,2020-02-23 20:25:05,34.67,138.95,37.99,80,0,13.89,clear sky,0.0,0.0
448,Urusha,RU,2020-02-23 20:25:05,54.05,122.9,-1.88,90,31,3.29,scattered clouds,0.0,0.0
449,Kysyl-Syr,RU,2020-02-23 20:25:05,63.9,122.76,-13.7,99,52,3.85,broken clouds,0.0,0.0
450,Puri,IN,2020-02-23 20:25:06,19.8,85.85,69.8,88,0,4.5,mist,0.0,0.0
451,Juneau,US,2020-02-23 20:23:12,58.3,-134.42,34.0,86,90,2.82,light rain,0.0,0.0
452,Wuda,CN,2020-02-23 20:25:06,39.5,106.71,36.14,36,100,11.52,overcast clouds,0.0,0.0
453,Pali,IN,2020-02-23 20:25:06,25.77,73.33,64.22,50,0,9.06,clear sky,0.0,0.0
454,Alanya,TR,2020-02-23 20:25:06,36.54,32.0,48.2,93,40,4.7,scattered clouds,0.0,0.0
455,Urumqi,CN,2020-02-23 20:25:07,43.8,87.6,32.0,88,75,4.47,broken clouds,0.0,0.0
456,Ambatofinandrahana,MG,2020-02-23 20:24:10,-20.55,46.8,62.6,96,39,2.33,light rain,0.5,0.0
457,Bambous Virieux,MU,2020-02-23 20:25:07,-20.34,57.76,77.0,88,40,3.36,scattered clouds,0.0,0.0
458,Santa Cruz De La Palma,ES,2020-02-23 20:25:07,28.68,-17.76,73.4,53,90,8.05,haze,0.0,0.0
459,Bandrele,YT,2020-02-23 20:25:07,-12.91,45.19,80.6,88,20,2.24,few clouds,0.0,0.0
460,Richards Bay,ZA,2020-02-23 20:25:08,-28.78,32.04,74.25,65,38,24.05,light rain,0.25,0.0
461,Elko,US,2020-02-23 20:25:08,41.0,-115.5,53.6,27,1,13.87,clear sky,0.0,0.0
462,Ushirombo,TZ,2020-02-23 20:25:08,-3.49,31.96,67.17,89,100,0.43,overcast clouds,0.0,0.0
463,Vila Velha,BR,2020-02-23 20:25:09,-20.33,-40.29,77.0,69,90,14.99,overcast clouds,0.0,0.0
464,Henties Bay,NA,2020-02-23 20:25:09,-22.12,14.28,64.0,92,17,5.01,few clouds,0.0,0.0
465,Ulladulla,AU,2020-02-23 20:25:09,-35.35,150.47,66.2,77,13,8.05,few clouds,0.0,0.0
466,Codrington,AU,2020-02-23 20:25:09,-38.27,141.97,62.26,89,97,10.07,overcast clouds,0.0,0.0
467,Sioux Lookout,CA,2020-02-23 20:25:10,50.1,-91.92,37.4,59,90,12.75,overcast clouds,0.0,0.0
468,Nagua,DO,2020-02-23 20:25:10,19.38,-69.85,75.2,94,75,16.11,broken clouds,0.0,0.0
469,Yelan,RU,2020-02-23 20:25:10,50.95,43.74,33.01,97,100,8.01,snow,0.0,2.25
470,Pergamino,AR,2020-02-23 20:21:09,-33.89,-60.57,82.0,44,10,4.0,clear sky,0.0,0.0
471,Yashkul,RU,2020-02-23 20:25:11,46.17,45.34,38.95,82,86,7.63,overcast clouds,0.0,0.0
472,Quesnel,CA,2020-02-23 20:23:21,53.0,-122.5,28.4,92,90,6.93,light snow,0.0,0.0
