City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Noumea,NC,2020-02-20 21:35:40,-22.28,166.46,82.4,65,0,2.24
305,Velyka Pysarivka,UA,2020-02-20 21:35:48,50.43,35.48,31.28,88,100,2.01
306,Thunder Bay,CA,2020-02-20 21:34:24,48.4,-89.32,24.01,27,5,17.22
307,Banda Aceh,ID,2020-02-20 21:35:48,5.56,95.32,72.21,84,15,5.46
308,Am Timan,TD,2020-02-20 21:35:48,11.03,20.28,80.6,20,100,6.13
309,Fort Frances,CA,2020-02-20 21:33:34,48.6,-93.4,24.01,49,1,11.41
310,Mandalgovi,MN,2020-02-20 21:35:49,45.76,106.27,6.84,89,0,13.11
311,Arrecife,ES,2020-02-20 21:35:49,28.96,-13.55,64.4,72,20,16.11
312,Koslan,RU,2020-02-20 21:35:49,63.46,48.9,11.68,95,54,5.03
313,Filadelfia,US,2020-02-20 21:33:22,39.95,-75.16,37.4,31,90,4.7
314,Puerto Ayacucho,VE,2020-02-20 21:35:50,5.66,-67.62,96.8,37,20,11.41
315,Marawi,PH,2020-02-20 21:35:50,8.0,124.29,70.0,82,0,5.01
316,Sovetskiy,RU,2020-02-20 21:35:50,61.36,63.58,24.67,93,100,4.83
317,Gubkinskiy,RU,2020-02-20 21:35:50,64.43,76.5,24.15,96,99,8.88
318,Paranagua,BR,2020-02-20 21:35:51,-25.52,-48.51,84.0,74,20,8.05
319,Tocopilla,CL,2020-02-20 21:35:51,-22.09,-70.2,71.91,32,17,11.63
320,Sol-Iletsk,RU,2020-02-20 21:35:51,51.16,54.99,27.75,96,97,3.15
321,Chapais,CA,2020-02-20 21:35:51,49.78,-74.85,1.4,59,40,12.75
322,Lebu,CL,2020-02-20 21:35:52,-37.62,-73.65,74.46,35,0,8.14
323,Novoagansk,RU,2020-02-20 21:35:52,61.94,76.66,28.67,97,98,7.14
324,Livingston,GB,2020-02-20 21:35:52,55.9,-3.52,39.2,93,20,16.11
325,Sweetwater,US,2020-02-20 21:35:52,25.76,-80.37,82.99,69,75,12.75
326,Bundaberg,AU,2020-02-20 21:35:53,-24.85,152.35,81.0,83,40,5.82
327,Portales,US,2020-02-20 21:35:53,34.19,-103.33,35.01,48,90,8.05
328,Laguna,US,2020-02-20 21:35:53,38.42,-121.42,69.01,42,1,5.82
329,Taonan,CN,2020-02-20 21:35:53,45.33,122.78,15.6,81,100,2.55
330,Pinheiro Machado,BR,2020-02-20 21:35:54,-31.58,-53.38,70.0,45,0,11.59
331,Nizhniy Tsasuchey,RU,2020-02-20 21:35:54,50.52,115.13,7.59,82,100,8.39
332,Tilichiki,RU,2020-02-20 21:35:54,60.47,166.1,-18.85,86,100,7.02
333,Tenabo,MX,2020-02-20 21:35:54,20.05,-90.23,95.0,39,40,11.41
334,Zyryanka,RU,2020-02-20 21:35:55,65.75,150.85,-21.8,89,93,9.91
335,Mount Gambier,AU,2020-02-20 21:35:55,-37.83,140.77,55.4,87,40,4.7
336,Keta,GH,2020-02-20 21:35:55,5.92,0.99,84.2,89,20,8.05
337,Opuwo,NA,2020-02-20 21:31:04,-18.06,13.84,70.93,32,85,5.91
338,Labuhan,ID,2020-02-20 21:35:56,-6.88,112.21,73.18,95,29,3.29
339,Mwanza,TZ,2020-02-20 21:35:56,-2.52,32.9,77.0,78,20,2.24
340,Hagenow,DE,2020-02-20 21:35:56,53.43,11.18,46.0,91,100,7.0
341,Augusto Correa,BR,2020-02-20 21:35:56,-1.02,-46.63,75.58,97,100,2.64
342,Izumo,JP,2020-02-20 21:35:57,35.37,132.77,33.8,92,40,6.93
343,Hamadan,IR,2020-02-20 21:35:57,34.8,48.51,34.38,90,19,8.25
344,Talagang,PK,2020-02-20 21:31:27,32.93,72.42,52.54,70,30,4.85
345,Burriana,ES,2020-02-20 21:35:57,39.89,-0.09,53.01,93,90,4.7
346,Khandyga,RU,2020-02-20 21:35:58,62.67,135.6,-24.25,97,85,3.0
347,Naantali,FI,2020-02-20 21:35:58,60.45,22.03,37.99,87,90,18.34
348,Sao Joao Da Barra,BR,2020-02-20 21:35:58,-21.64,-41.05,84.2,70,0,16.11
349,Slonim,BY,2020-02-20 21:35:58,53.09,25.32,33.64,86,62,4.41
350,Manyoni,TZ,2020-02-20 21:35:58,-5.75,34.84,68.47,92,99,2.26
351,Magistralnyy,RU,2020-02-20 21:35:59,56.17,107.45,15.03,92,100,6.51
352,Sola,VU,2020-02-20 21:35:59,-13.88,167.55,86.0,74,75,4.7
353,Bom Jesus,BR,2020-02-20 21:35:59,-9.07,-44.36,73.24,84,100,0.74
354,Mawlaik,MM,2020-02-20 21:36:00,23.63,94.42,58.75,56,0,2.1
355,Mayor Pablo Lagerenza,PY,2020-02-20 21:36:00,-19.93,-60.77,79.79,85,99,11.79
356,Novobirilyussy,RU,2020-02-20 21:36:00,56.95,90.67,23.94,94,100,8.3
357,Santa Marta,CO,2020-02-20 21:36:01,11.24,-74.2,87.8,66,20,8.05
358,Plettenberg Bay,ZA,2020-02-20 21:36:01,-34.05,23.37,66.36,89,44,2.35
359,Matagami,CA,2020-02-20 21:36:01,49.75,-77.63,8.6,55,75,12.75
360,Cumra,TR,2020-02-20 21:36:01,37.57,32.77,42.8,60,75,5.82
361,Okhotsk,RU,2020-02-20 21:36:02,59.38,143.3,-16.53,74,0,7.09
362,Simao,CN,2020-02-20 21:36:02,22.79,100.97,52.99,95,0,2.26
363,Auchterarder,GB,2020-02-20 21:36:02,56.3,-3.71,41.0,93,20,16.11
364,Bukama,CD,2020-02-20 21:36:02,-9.2,25.85,71.67,86,100,0.87
365,Bazarnyy Karabulak,RU,2020-02-20 21:36:02,52.27,46.41,28.74,95,100,2.68
366,Petropavlovka,RU,2020-02-20 21:36:03,50.61,105.32,5.0,79,79,6.02
367,Kavieng,PG,2020-02-20 21:36:03,-2.57,150.8,83.3,75,53,9.22
368,Catamarca,AR,2020-02-20 21:36:03,-28.47,-65.79,61.0,85,60,4.99
369,Juli,PE,2020-02-20 21:36:04,-16.22,-69.45,57.06,59,99,15.28
370,Nurota,UZ,2020-02-20 21:36:04,40.56,65.69,35.6,74,98,2.24
371,Clarence Town,AU,2020-02-20 21:36:04,-32.58,151.78,70.0,77,75,0.29
372,Port Hedland,AU,2020-02-20 21:36:04,-20.32,118.57,80.6,78,90,12.75
373,Alofi,NU,2020-02-20 21:36:04,-19.06,-169.92,82.4,88,75,20.8
374,Kurumkan,RU,2020-02-20 21:36:05,54.3,110.3,-3.84,83,64,2.01
375,Krasnoselkup,RU,2020-02-20 21:36:05,65.7,82.47,22.48,96,97,4.14
376,Deputatskiy,RU,2020-02-20 21:36:05,69.3,139.9,-5.26,93,100,3.02
377,Saint-Joseph,RE,2020-02-20 21:36:05,-21.37,55.62,77.0,73,75,8.05
378,Yumen,CN,2020-02-20 21:36:06,40.28,97.2,20.86,53,56,9.26
379,Gorontalo,ID,2020-02-20 21:36:06,0.54,123.06,71.85,90,87,3.98
380,Pisco,PE,2020-02-20 21:36:06,-13.7,-76.22,73.99,30,40,21.92
381,Esperance,AU,2020-02-20 21:35:46,-33.87,121.9,55.4,87,0,8.05
382,Hoi An,VN,2020-02-20 21:36:07,15.88,108.33,69.8,88,40,1.12
383,Ixtapa,MX,2020-02-20 21:33:53,20.7,-105.2,79.0,78,40,11.41
384,Karratha,AU,2020-02-20 21:36:07,-20.74,116.85,82.11,83,15,9.22
385,Mana,GF,2020-02-20 21:36:08,5.66,-53.78,79.11,66,67,5.28
386,Chenghai,CN,2020-02-20 21:36:08,23.46,116.77,53.6,100,0,2.24
387,Show Low,US,2020-02-20 21:32:03,34.25,-110.03,59.0,23,1,6.93
388,Itoman,JP,2020-02-20 21:36:08,26.12,127.67,62.6,72,20,8.05
389,Leh,IN,2020-02-20 21:36:09,34.17,77.58,-1.39,51,10,4.85
390,Coihaique,CL,2020-02-20 21:36:09,-45.58,-72.07,73.4,37,0,8.05
391,Sitka,US,2020-02-20 21:35:21,57.05,-135.33,37.4,86,90,25.28
392,Garissa,KE,2020-02-20 21:34:01,-0.45,39.64,84.34,57,100,16.04
393,Walvis Bay,NA,2020-02-20 21:36:09,-22.96,14.51,66.2,82,100,3.36
394,Vanavara,RU,2020-02-20 21:36:10,60.34,102.28,19.98,94,100,9.78
395,Millau,FR,2020-02-20 21:36:10,44.08,2.92,42.8,75,18,5.82
396,Kavaratti,IN,2020-02-20 21:36:10,10.57,72.64,81.25,69,0,6.89
397,Nikki,BJ,2020-02-20 21:36:10,9.94,3.21,79.05,16,0,5.19
398,Saint-Augustin,CA,2020-02-20 21:36:11,51.23,-58.65,-6.72,76,94,19.37
399,Lichinga,MZ,2020-02-20 21:36:11,-13.31,35.24,71.65,90,100,2.75
400,Phanom Thuan,TH,2020-02-20 21:36:11,14.13,99.7,69.89,54,0,2.53
401,Usogorsk,RU,2020-02-20 21:36:11,63.41,48.69,10.74,96,40,4.76
402,Krasnoarmeysk,RU,2020-02-20 21:36:12,51.02,45.7,27.12,92,100,5.1
403,Kupino,RU,2020-02-20 21:36:12,54.37,77.3,17.89,93,100,13.58
404,Wageningen,NL,2020-02-20 21:36:12,51.97,5.67,44.01,93,75,13.87
405,Pangnirtung,CA,2020-02-20 21:36:12,66.15,-65.71,-32.8,66,5,2.24
406,Tungor,RU,2020-02-20 21:36:13,53.38,142.96,-1.73,91,100,10.36
407,Riyadh,SA,2020-02-20 21:34:01,24.69,46.72,59.0,41,100,9.17
408,Nemuro,JP,2020-02-20 21:36:13,43.32,145.57,26.4,62,67,21.92
409,San Quintin,MX,2020-02-20 21:36:13,30.48,-115.95,67.1,60,96,8.79
410,Rocha,UY,2020-02-20 21:36:13,-34.48,-54.33,64.71,44,73,18.03
411,Kyaukse,MM,2020-02-20 21:36:14,21.6,96.13,64.2,28,0,3.15
412,Encruzilhada,BR,2020-02-20 21:36:14,-15.53,-40.91,72.5,83,49,2.55
413,Sabha,LY,2020-02-20 21:36:14,27.04,14.43,57.43,31,1,8.23
414,Porto Novo,BJ,2020-02-20 21:34:32,6.5,2.6,86.0,79,20,10.29
415,Thinadhoo,MV,2020-02-20 21:36:15,0.53,72.93,83.25,80,16,13.53
416,Darnah,LY,2020-02-20 21:36:15,32.77,22.64,59.7,70,47,24.99
417,Vinh,VN,2020-02-20 21:35:46,18.67,105.67,64.31,95,67,1.7
418,Haines Junction,CA,2020-02-20 21:36:15,60.75,-137.51,19.76,94,87,6.6
419,Vila Franca Do Campo,PT,2020-02-20 21:36:16,37.72,-25.43,53.6,66,75,9.17
420,Meulaboh,ID,2020-02-20 21:36:16,4.14,96.13,81.23,81,0,9.28
421,Pacific Grove,US,2020-02-20 21:31:26,36.62,-121.92,71.01,36,1,5.82
422,Le Vauclin,MQ,2020-02-20 21:36:17,14.55,-60.84,82.4,61,75,16.11
423,Hualmay,PE,2020-02-20 21:36:17,-11.1,-77.61,77.27,67,100,7.54
424,Sobolevo,RU,2020-02-20 21:36:17,54.43,31.9,33.33,92,7,5.46
425,Matara,LK,2020-02-20 21:36:17,5.95,80.54,78.6,78,0,10.04
426,Berlevag,NO,2020-02-20 21:36:17,70.86,29.09,28.2,78,96,38.39
427,Ben Tre,VN,2020-02-20 21:36:18,10.23,106.38,76.59,67,0,9.19
428,Senanga,ZM,2020-02-20 21:36:18,-16.12,23.27,71.8,79,6,3.76
429,Bonthe,SL,2020-02-20 21:36:18,7.53,-12.51,79.97,80,13,7.99
430,Kaupanger,NO,2020-02-20 21:36:18,61.18,7.24,32.0,97,90,38.03
431,Ahuimanu,US,2020-02-20 21:36:19,21.44,-157.84,80.6,73,75,19.46
432,Cortes,ES,2020-02-20 21:36:19,41.94,-1.44,50.0,75,2,5.82
433,Ambilobe,MG,2020-02-20 21:36:19,-13.2,49.05,75.25,95,100,11.18
434,Lima,PE,2020-02-20 21:34:51,-12.04,-77.03,80.6,69,100,11.41
435,The Valley,AI,2020-02-20 21:36:20,18.22,-63.06,80.6,61,20,14.99
436,Zhaotong,CN,2020-02-20 21:36:20,27.32,103.72,34.61,85,100,5.32
437,Raikot,IN,2020-02-20 21:36:20,30.65,75.6,54.45,93,100,11.65
438,Jacareacanga,BR,2020-02-20 21:36:20,-6.22,-57.75,77.0,94,90,2.24
439,Bilibino,RU,2020-02-20 21:36:21,68.05,166.44,-26.48,99,100,0.89
440,Jiaojiang,CN,2020-02-20 21:36:21,28.68,121.44,46.0,93,0,4.72
441,Marovoay,MG,2020-02-20 21:36:21,-16.1,46.63,80.6,94,20,2.24
442,Hami,CN,2020-02-20 21:36:21,42.8,93.45,21.42,54,0,1.95
443,Ibra,OM,2020-02-20 21:36:21,22.69,58.53,67.71,42,56,2.04
444,Cap-Aux-Meules,CA,2020-02-20 21:36:22,47.38,-61.86,3.2,65,40,11.41
445,Nosy Varika,MG,2020-02-20 21:36:22,-20.58,48.53,75.42,91,100,2.01
446,Vestmannaeyjar,IS,2020-02-20 21:36:22,63.44,-20.27,37.67,70,98,3.83
447,Hurricane,US,2020-02-20 21:36:22,37.18,-113.29,57.0,18,1,3.36
448,Tazovskiy,RU,2020-02-20 21:36:23,67.47,78.7,11.59,90,97,6.51
449,Amlame,TG,2020-02-20 21:36:23,7.47,0.9,78.24,77,84,3.74
450,Ola,RU,2020-02-20 21:36:23,59.58,151.28,-10.28,76,0,3.91
451,Port Said,EG,2020-02-20 21:36:23,31.26,32.28,60.8,72,40,3.36
452,Broome,US,2020-02-20 21:36:23,42.25,-75.83,26.01,67,90,10.29
453,Zavodskoy,RU,2020-02-20 21:36:24,43.46,132.29,6.8,77,40,4.47
454,Abnub,EG,2020-02-20 21:36:24,27.27,31.15,55.4,58,0,1.12
455,Gwanda,ZW,2020-02-20 21:36:24,-20.93,29.0,73.02,60,13,5.68
456,Smolenka,RU,2020-02-20 21:36:24,52.14,113.5,5.0,77,100,1.92
457,Bhuban,IN,2020-02-20 21:36:25,20.88,85.83,67.51,77,46,0.65
458,Tirana,AL,2020-02-20 21:36:25,41.33,19.82,42.8,45,3,1.12
459,Shitanjing,CN,2020-02-20 21:36:25,39.23,106.34,26.01,23,85,1.01
460,Ilam,NP,2020-02-20 21:36:25,26.92,87.92,45.0,84,0,3.6
461,Adre,TD,2020-02-20 21:36:26,13.47,22.2,72.59,21,1,15.64
462,Smithers,CA,2020-02-20 21:31:39,54.78,-127.17,32.0,93,75,4.7
463,Port-Gentil,GA,2020-02-20 21:36:26,-0.72,8.78,84.2,83,20,11.41
464,Bicester,GB,2020-02-20 21:34:51,51.9,-1.15,39.99,81,0,12.75
465,Jijiga,ET,2020-02-20 21:36:26,9.35,42.8,64.49,55,100,8.75
466,La Ronge,CA,2020-02-20 21:36:27,55.1,-105.28,41.0,32,40,11.41
467,Itaituba,BR,2020-02-20 21:36:27,-4.28,-55.98,78.8,94,40,2.24
468,Cam Ranh,VN,2020-02-20 21:36:27,11.92,109.16,77.0,88,40,16.11
469,Abbeville,FR,2020-02-20 21:36:27,50.1,1.83,44.6,74,32,19.46
470,Ozernovskiy,RU,2020-02-20 21:36:27,51.5,156.52,13.44,77,100,7.36
471,Mahon,ES,2020-02-20 21:36:28,39.89,4.27,51.8,76,20,3.36
472,Los Llanos De Aridane,ES,2020-02-20 21:36:28,28.66,-17.92,64.4,63,20,17.22
473,Venezuela,VE,2020-02-20 21:36:28,8.0,-66.0,95.14,31,100,16.64
474,Saint-Francois,FR,2020-02-20 21:36:28,46.42,3.91,46.4,81,90,4.7
475,Liwale,TZ,2020-02-20 21:36:29,-9.77,37.93,72.1,95,93,2.57
476,Salinas,US,2020-02-20 21:36:29,36.68,-121.66,71.01,34,1,1.66
477,Raudeberg,NO,2020-02-20 21:36:29,61.99,5.14,39.2,86,75,17.22
478,Manaus,BR,2020-02-20 21:35:10,-3.1,-60.02,84.2,74,75,5.82
479,Viedma,AR,2020-02-20 21:36:29,-40.81,-63.0,62.47,49,12,24.76
480,Keita,NE,2020-02-20 21:36:30,14.76,5.77,69.62,16,0,8.59
481,Yar-Sale,RU,2020-02-20 21:36:30,66.83,70.83,20.93,96,100,8.41
482,Muroto,JP,2020-02-20 21:36:30,33.28,134.15,37.4,74,20,10.29
483,Bischwiller,FR,2020-02-20 21:36:30,48.77,7.86,52.0,61,75,21.92
484,Kahului,US,2020-02-20 21:33:33,20.89,-156.47,78.8,50,20,18.34
485,Kayseri,TR,2020-02-20 21:36:31,38.74,35.5,26.6,92,20,6.93
486,Lapua,FI,2020-02-20 21:36:31,62.92,23.17,33.01,74,75,13.87
487,Liverpool,GB,2020-02-20 21:36:22,53.41,-2.98,42.8,75,20,20.8
488,Iquitos,PE,2020-02-20 21:36:31,-3.75,-73.25,42.8,100,75,9.17
489,Peniche,PT,2020-02-20 21:36:32,39.36,-9.38,57.99,87,0,6.93
490,Eganville,CA,2020-02-20 21:36:32,45.53,-77.1,16.0,36,1,3.36
491,Kopychyntsi,UA,2020-02-20 21:36:32,49.1,25.91,37.99,81,75,1.99
492,Sao Filipe,CV,2020-02-20 21:36:32,14.9,-24.5,70.88,71,16,21.59
493,Kamenka,RU,2020-02-20 21:36:32,51.32,42.77,34.0,93,100,1.01
494,Yoichi,JP,2020-02-20 21:36:33,43.2,140.77,26.6,79,75,6.93
495,Aksarka,RU,2020-02-20 21:36:33,66.56,67.8,24.93,95,100,11.12
496,Gagra,GE,2020-02-20 21:36:33,43.33,40.22,41.0,93,100,6.71
497,Luanda,AO,2020-02-20 21:36:22,-8.84,13.23,82.4,83,20,12.75
498,Dargaville,NZ,2020-02-20 21:36:34,-35.93,173.88,74.43,58,26,2.8
499,Ziyang,CN,2020-02-20 21:36:34,29.25,117.85,45.23,81,0,4.54
500,Baoying,CN,2020-02-20 21:36:34,33.23,119.31,40.78,86,100,7.09
501,Shush,IR,2020-02-20 21:36:34,32.19,48.24,58.14,75,65,4.63
502,Khani,GE,2020-02-20 21:36:35,41.96,42.96,41.0,93,75,4.7
503,Merzifon,TR,2020-02-20 21:36:35,40.87,35.46,37.4,85,75,1.72
504,Sunland Park,US,2020-02-20 21:36:35,31.8,-106.58,60.01,44,1,21.92
505,Vuktyl,RU,2020-02-20 21:36:35,63.86,57.31,24.62,94,96,11.48
506,Chamrajnagar,IN,2020-02-20 21:36:35,11.92,76.95,62.49,70,0,4.72
507,Hopewell,US,2020-02-20 21:34:45,37.3,-77.29,39.99,45,90,3.36
508,Xining,CN,2020-02-20 21:36:36,36.62,101.77,11.05,85,0,1.79
509,San Carlos De Bariloche,AR,2020-02-20 21:36:36,-41.15,-71.31,73.4,8,0,12.75
510,Necochea,AR,2020-02-20 21:36:36,-38.55,-58.74,62.01,79,76,13.0
511,Lompoc,US,2020-02-20 21:36:36,34.64,-120.46,75.0,46,1,6.93
512,Bonavista,CA,2020-02-20 21:36:37,48.65,-53.11,14.0,62,100,25.01
513,Klyuchi,RU,2020-02-20 21:36:37,52.27,79.17,19.15,83,100,11.21
514,Midland,US,2020-02-20 21:33:30,32.0,-102.08,44.6,56,90,17.22
515,Lakshmipur,BD,2020-02-20 21:36:37,22.95,90.83,62.69,63,0,3.74
516,Aranos,NA,2020-02-20 21:36:38,-24.13,19.12,76.41,65,98,6.62
517,Grand Gaube,MU,2020-02-20 21:36:38,-20.01,57.66,78.8,69,40,10.29
518,Qasigiannguit,GL,2020-02-20 21:36:38,68.82,-51.19,-0.4,59,20,10.29
519,Yambio,SS,2020-02-20 21:36:38,4.57,28.4,76.33,36,1,1.34
520,Boulder City,US,2020-02-20 21:36:39,35.98,-114.83,62.6,12,1,10.29
521,Kostomuksha,RU,2020-02-20 21:36:39,64.57,30.58,16.21,84,60,13.35
522,San Jeronimo,PE,2020-02-20 21:36:39,-11.95,-75.28,52.5,69,100,15.28
523,Lavrentiya,RU,2020-02-20 21:36:39,65.58,-171.0,-14.51,88,0,8.5
524,Rijeka,HR,2020-02-20 21:36:40,45.34,14.41,43.0,60,0,1.12
525,San Ramon De La Nueva Oran,AR,2020-02-20 21:36:40,-23.13,-64.33,73.06,97,86,1.79
526,Phulabani,IN,2020-02-20 21:36:40,20.47,84.23,63.97,77,1,4.23
527,Karaidel,RU,2020-02-20 21:36:40,55.83,56.91,28.42,96,100,7.14
528,Goiania,BR,2020-02-20 21:34:06,-16.68,-49.25,80.6,74,20,5.82
529,Pedroso,PT,2020-02-20 21:36:41,41.41,-8.75,52.0,87,18,5.82
530,Pitimbu,BR,2020-02-20 21:36:41,-7.47,-34.81,77.0,94,90,5.82
531,La Maddalena,IT,2020-02-20 21:36:41,41.21,9.41,37.4,93,75,1.12
532,Verkhnetulomskiy,RU,2020-02-20 21:36:41,68.61,31.8,17.6,57,58,8.95
533,Xiangxiang,CN,2020-02-20 21:36:42,27.73,112.53,53.47,86,56,3.06
534,Iqaluit,CA,2020-02-20 21:36:42,63.75,-68.51,-31.0,59,20,17.22
535,Acarau,BR,2020-02-20 21:36:42,-2.89,-40.12,77.5,90,100,4.23
536,Biggar,GB,2020-02-20 21:36:43,55.62,-3.52,41.0,93,20,16.11
537,Watertown,US,2020-02-20 21:36:35,42.37,-71.18,33.01,37,75,12.75
538,Laje,BR,2020-02-20 21:36:43,-10.18,-40.97,75.52,65,77,6.38
539,Tezu,IN,2020-02-20 21:36:43,27.92,96.17,61.99,57,99,0.96
540,Goundi,TD,2020-02-20 21:36:43,9.36,17.37,82.85,19,100,2.91
541,Mirnyy,RU,2020-02-20 21:36:44,62.54,113.96,1.4,84,85,4.47
542,Lashio,MM,2020-02-20 21:36:44,22.93,97.75,54.91,49,3,2.19
543,Alim,PH,2020-02-20 21:36:44,9.56,122.49,74.68,79,0,8.57
544,Dehui,CN,2020-02-20 21:36:44,44.53,125.7,28.4,54,90,8.95
545,Petlawad,IN,2020-02-20 21:36:45,23.0,74.8,64.63,29,0,8.19
546,Cabedelo,BR,2020-02-20 21:36:45,-6.98,-34.83,77.0,94,90,5.82
547,Poroshkovo,UA,2020-02-20 21:36:45,48.67,22.75,30.99,80,0,3.74
548,Bairnsdale,AU,2020-02-20 21:36:45,-37.83,147.62,60.01,79,25,1.01
549,Launceston,AU,2020-02-20 21:32:12,-41.45,147.17,57.99,62,67,6.93
550,Semporna,MY,2020-02-20 21:36:46,4.48,118.61,75.2,88,75,4.7
551,Pringsewu,ID,2020-02-20 21:36:46,-5.36,104.97,70.32,96,86,2.66
552,Belyy Yar,RU,2020-02-20 21:36:46,53.6,91.39,30.2,68,100,15.66
553,Bay City,US,2020-02-20 21:36:46,43.59,-83.89,25.0,41,1,4.7
554,Rayong,TH,2020-02-20 21:36:47,12.83,101.43,87.01,69,0,4.7
555,Balakhninskiy,RU,2020-02-20 21:36:47,58.01,114.28,0.43,97,100,3.0
556,Qaqortoq,GL,2020-02-20 21:36:47,60.72,-46.03,30.2,28,100,17.22
557,Labytnangi,RU,2020-02-20 21:36:47,66.66,66.42,22.15,95,100,6.67
558,Dalvik,IS,2020-02-20 21:36:47,65.97,-18.53,30.2,100,90,12.75
559,Xacmaz,AZ,2020-02-20 21:36:48,41.46,48.81,43.9,87,100,13.38
560,Acari,PE,2020-02-20 21:36:48,-15.43,-74.62,74.12,71,84,9.04
561,Egvekinot,RU,2020-02-20 21:36:49,66.32,-179.17,-18.31,83,0,2.89
562,Codrington,AU,2020-02-20 21:36:49,-38.27,141.97,59.56,77,0,13.47
563,Tahe,CN,2020-02-20 21:36:49,52.33,124.73,-6.05,94,31,2.01
564,Port Macquarie,AU,2020-02-20 21:36:50,-31.43,152.92,73.0,68,40,5.82
565,Quatre Cocos,MU,2020-02-20 21:36:50,-20.21,57.76,78.8,69,40,10.29
566,Alihe,CN,2020-02-20 21:36:50,50.57,123.72,0.43,95,100,1.86
567,Merauke,ID,2020-02-20 21:36:50,-8.47,140.33,74.8,97,100,7.09
